CustomerID,Country,FirstPurchaseDate,TotalSpent
12718,France,2011-09-29 16:38:00,238.25
12719,France,2011-10-05 14:50:00,644.95
12720,Germany,2010-12-05 15:21:00,5781.73
12721,France,2010-12-20 11:38:00,2656.13
12722,France,2011-07-12 11:55:00,997.63
12723,France,2011-10-05 15:52:00,725.07
12724,France,2011-01-11 15:00:00,1031.41
12725,Italy,2010-12-03 15:45:00,427.8
12726,France,2010-12-17 12:56:00,2609.1
12727,France,2011-01-23 15:17:00,3980.7
12728,France,2011-01-11 13:31:00,836.33
12729,France,2011-08-18 11:40:00,453.01
12731,France,2010-12-10 10:56:00,18895.91
12732,France,2011-06-13 11:33:00,236.26000000000002
12733,USA,2011-04-19 16:19:00,383.95
12734,France,2010-12-22 12:47:00,110.39999999999999
12735,France,2011-01-06 14:26:00,779.5699999999999
12736,France,2011-01-11 07:57:00,234.0
12738,Germany,2010-12-02 18:27:00,155.35
12739,United Arab Emirates,2011-09-01 17:45:00,1013.04
12740,France,2011-10-07 10:44:00,427.6
12743,Unspecified,2011-07-28 16:06:00,540.13
12744,Singapore,2011-01-25 13:26:00,21279.29
12747,United Kingdom,2010-12-05 15:38:00,4196.01
12748,United Kingdom,2010-12-01 12:48:00,33053.19
12749,United Kingdom,2011-05-10 15:25:00,4090.88
12750,Poland,2011-08-03 09:13:00,275.88
12752,Norway,2011-09-19 13:32:00,4366.78
12753,Japan,2010-12-12 11:44:00,21429.39
12754,Japan,2011-02-04 10:31:00,3010.74
12755,Japan,2010-12-09 10:44:00,3811.95
12756,Japan,2011-09-14 09:31:00,112.07999999999998
12757,Portugal,2011-05-12 19:01:00,7834.650000000001
12758,Portugal,2011-03-08 12:05:00,2791.59
12759,Netherlands,2011-03-09 08:09:00,1531.44
12762,Portugal,2011-11-14 14:23:00,1898.52
12763,Japan,2010-12-05 15:46:00,494.08
12764,Lebanon,2011-01-27 10:19:00,1693.88
12766,Portugal,2010-12-08 13:53:00,6989.63
12769,Brazil,2011-04-15 10:25:00,1143.6
12770,Japan,2011-05-13 09:33:00,1351.45
12772,Portugal,2011-10-11 09:19:00,892.47
12775,Netherlands,2011-02-01 13:45:00,1386.04
12778,Netherlands,2011-01-31 14:35:00,822.23
12779,Poland,2010-12-03 13:40:00,3981.36
12781,Czech Republic,2011-02-28 08:43:00,826.74
12782,Portugal,2010-12-17 11:30:00,2330.92
12783,Portugal,2011-09-25 15:35:00,2225.91
12784,Portugal,2011-11-24 12:53:00,532.8199999999999
12785,Portugal,2010-12-10 13:48:00,311.95
12787,Netherlands,2011-05-31 09:36:00,463.66
12789,Netherlands,2011-10-05 13:34:00,91.85
12790,Netherlands,2011-05-31 14:14:00,324.92
12791,Netherlands,2010-12-01 11:27:00,192.60000000000002
12792,Portugal,2011-03-28 11:36:00,400.53999999999996
12793,Portugal,2010-12-03 15:14:00,545.48
12794,Portugal,2011-09-02 12:01:00,860.41
12795,Portugal,2011-11-21 10:27:00,430.48
12797,Portugal,2010-12-09 10:55:00,254.03
12798,Japan,2011-06-22 10:11:00,6977.04
12802,Netherlands,2011-06-06 09:36:00,427.58
12808,Portugal,2010-12-06 10:27:00,483.65000000000003
12809,Portugal,2011-06-15 10:51:00,489.31
12811,Portugal,2011-02-28 15:39:00,514.85
12812,Japan,2011-10-26 09:54:00,229.64000000000001
12814,Poland,2011-08-30 12:11:00,125.92
12815,Poland,2011-05-25 13:34:00,1063.46
12816,Poland,2011-06-16 13:24:00,572.2
12817,Austria,2011-03-03 16:28:00,166.04
12818,Austria,2011-03-23 12:06:00,1542.08
12820,United Kingdom,2011-01-17 12:34:00,942.34
12821,United Kingdom,2011-05-09 15:51:00,92.72
12822,United Kingdom,2011-09-13 13:46:00,948.88
12823,United Kingdom,2011-02-16 12:15:00,1759.5
12824,United Kingdom,2011-10-11 12:49:00,397.12
12826,United Kingdom,2010-12-09 15:21:00,1474.72
12827,United Kingdom,2011-10-26 15:44:00,430.15000000000003
12828,United Kingdom,2011-08-01 16:16:00,1018.71
12829,United Kingdom,2010-12-14 14:54:00,293.0
12830,United Kingdom,2011-06-21 10:53:00,6814.64
12831,United Kingdom,2011-03-22 13:02:00,215.05
12832,United Kingdom,2011-09-02 13:48:00,383.03
12833,United Kingdom,2011-07-17 13:46:00,417.38
12834,United Kingdom,2011-03-02 09:49:00,312.38
12836,United Kingdom,2011-02-01 11:19:00,2610.36
12837,United Kingdom,2011-06-19 16:07:00,134.1
12838,United Kingdom,2010-12-01 11:57:00,671.95
12839,United Kingdom,2010-12-07 15:48:00,5591.42
12840,United Kingdom,2011-04-27 12:21:00,2726.77
12841,United Kingdom,2010-12-03 10:43:00,3991.58
12842,United Kingdom,2011-02-04 12:36:00,1118.99
12843,United Kingdom,2011-03-20 14:38:00,1702.26
12844,United Kingdom,2011-08-01 13:11:00,325.96000000000004
12845,United Kingdom,2011-02-22 14:10:00,354.09
12847,United Kingdom,2011-11-17 13:16:00,843.64
12849,United Kingdom,2011-03-16 12:26:00,1010.29
12851,United Kingdom,2011-09-04 12:41:00,131.81
12852,United Kingdom,2011-02-18 08:47:00,311.55
12853,United Kingdom,2011-01-28 10:28:00,1957.1000000000001
12854,United Kingdom,2011-01-25 13:35:00,1316.25
12855,United Kingdom,2010-12-02 09:37:00,38.1
12856,United Kingdom,2011-10-07 12:38:00,2170.78
12857,United Kingdom,2011-02-10 12:32:00,1106.4
12863,United Kingdom,2011-10-18 14:15:00,521.2
12864,United Kingdom,2011-07-24 13:03:00,147.12
12865,Austria,2011-08-08 10:11:00,1568.23
12866,Belgium,2011-03-01 14:11:00,559.12
12867,United Kingdom,2010-12-14 16:39:00,4009.34
12868,United Kingdom,2010-12-01 12:50:00,1607.0600000000002
12871,United Kingdom,2011-05-16 13:32:00,380.64
12872,United Kingdom,2010-12-09 14:44:00,599.97
12873,United Kingdom,2011-03-02 14:58:00,374.0
12875,United Kingdom,2010-12-12 12:03:00,343.2300000000001
12876,Belgium,2011-05-27 13:34:00,2218.02
12877,United Kingdom,2010-12-16 12:23:00,1535.77
12878,United Kingdom,2011-03-18 14:02:00,854.99
12879,United Kingdom,2011-09-09 12:11:00,573.22
12881,United Kingdom,2011-03-09 11:44:00,298.0
12882,United Kingdom,2011-11-06 11:22:00,1463.04
12883,United Kingdom,2011-09-11 15:18:00,703.47
12884,United Kingdom,2011-09-12 13:10:00,309.05
12885,United Kingdom,2011-08-08 11:45:00,1175.22
12886,United Kingdom,2011-05-04 11:21:00,1378.4
12888,United Kingdom,2011-03-29 14:31:00,354.12
12890,United Kingdom,2011-11-15 17:26:00,376.71999999999997
12891,United Kingdom,2011-02-20 11:28:00,331.0
12893,United Kingdom,2011-11-09 12:34:00,176.55
12895,United Kingdom,2011-09-14 08:35:00,372.8
12897,United Kingdom,2011-02-11 11:40:00,216.5
12901,United Kingdom,2011-03-14 10:41:00,17654.54
12902,United Kingdom,2011-03-20 12:06:00,138.68
12904,United Kingdom,2011-06-20 13:18:00,496.06
12906,United Kingdom,2011-09-22 15:03:00,2919.81
12908,United Kingdom,2011-01-31 12:37:00,750.0
12909,United Kingdom,2011-03-31 12:51:00,2178.67
12910,United Kingdom,2011-04-12 10:01:00,3075.04
12912,United Kingdom,2011-10-30 11:35:00,1662.3
12913,United Kingdom,2010-12-06 16:36:00,2483.63
12915,United Kingdom,2010-12-02 12:33:00,363.65
12916,United Kingdom,2011-01-23 10:43:00,2944.95
12917,United Kingdom,2011-08-03 16:42:00,594.0
12919,United Kingdom,2011-06-23 09:22:00,1335.19
12920,United Kingdom,2011-11-22 15:05:00,162.78
12921,United Kingdom,2010-12-01 15:06:00,16587.09
12922,United Kingdom,2011-07-01 15:35:00,405.38
12923,United Kingdom,2011-10-06 16:20:00,172.82
12924,United Kingdom,2011-01-16 11:49:00,933.7
12925,United Kingdom,2011-09-26 11:05:00,694.05
12928,United Kingdom,2010-12-15 15:45:00,2062.7000000000003
12929,United Kingdom,2011-02-01 12:08:00,117.85
12930,United Kingdom,2011-06-21 13:25:00,415.8
12931,United Kingdom,2010-12-17 09:45:00,42055.96
12933,United Kingdom,2011-03-01 11:30:00,607.53
12935,United Kingdom,2011-01-24 13:58:00,2160.7
12936,United Kingdom,2011-09-22 13:51:00,1063.9
12937,United Kingdom,2011-03-17 14:19:00,1504.27
12938,United Kingdom,2011-11-14 11:21:00,114.14
12939,United Kingdom,2011-01-09 11:20:00,11581.8
12940,United Kingdom,2011-09-13 10:16:00,899.69
12942,United Kingdom,2010-12-09 09:34:00,675.6
12944,United Kingdom,2010-12-20 10:41:00,604.51
12945,United Kingdom,2011-02-24 14:15:00,462.95
12947,United Kingdom,2010-12-01 16:21:00,1603.99
12948,United Kingdom,2011-03-20 10:17:00,2064.95
12949,United Kingdom,2011-04-01 13:20:00,4167.22
12950,United Kingdom,2011-11-15 13:48:00,1843.0
12951,United Kingdom,2011-01-13 10:33:00,1064.07
12952,United Kingdom,2011-09-22 16:37:00,1387.79
12953,United Kingdom,2011-11-30 09:24:00,329.85
12955,United Kingdom,2011-03-17 09:03:00,4757.16
12956,United Kingdom,2011-02-06 16:08:00,108.07
12957,United Kingdom,2011-01-04 12:18:00,4017.54
12962,United Kingdom,2011-08-18 13:38:00,266.39
12963,United Kingdom,2010-12-09 09:14:00,1856.63
12965,United Kingdom,2011-09-11 15:31:00,769.8100000000001
12966,United Kingdom,2011-11-30 12:38:00,160.18
12967,United Kingdom,2010-12-03 09:49:00,1660.9
12968,United Kingdom,2011-08-19 15:44:00,135.95
12970,United Kingdom,2011-01-21 14:04:00,405.47
12971,United Kingdom,2010-12-02 16:42:00,11189.91
12974,United Kingdom,2011-05-26 09:33:00,144.8
12976,United Kingdom,2011-05-12 09:55:00,738.6
12977,United Kingdom,2011-07-06 16:40:00,39.239999999999995
12980,United Kingdom,2010-12-16 11:36:00,7374.900000000001
12981,United Kingdom,2011-07-29 14:14:00,372.21999999999997
12982,United Kingdom,2011-04-11 11:51:00,390.54
12984,United Kingdom,2011-11-21 12:37:00,97.5
12985,United Kingdom,2011-11-11 12:44:00,1239.38
12987,United Kingdom,2011-05-26 12:00:00,558.7
12988,United Kingdom,2011-02-20 14:31:00,505.82
12989,United Kingdom,2010-12-10 13:24:00,6924.110000000001
12990,United Kingdom,2011-02-02 15:39:00,409.5
12991,United Kingdom,2011-08-19 14:39:00,503.76
12993,United Kingdom,2011-02-14 14:29:00,414.76
12994,United Kingdom,2011-03-16 08:31:00,974.4200000000001
12995,United Kingdom,2011-09-15 15:44:00,211.32
12997,United Kingdom,2011-01-26 15:49:00,1226.89
12999,United Kingdom,2011-04-08 10:26:00,455.88
13000,United Kingdom,2010-12-10 10:26:00,534.85
13001,United Kingdom,2011-01-17 12:45:00,9785.970000000001
13002,United Kingdom,2011-01-25 15:18:00,120.94999999999999
13003,United Kingdom,2011-05-09 08:23:00,149.05
13004,United Kingdom,2010-12-17 08:20:00,5655.91
13005,United Kingdom,2011-04-07 13:32:00,513.7
13006,United Kingdom,2011-10-14 13:49:00,81.57
13008,United Kingdom,2011-01-20 14:24:00,229.46999999999997
13011,United Kingdom,2010-12-02 17:22:00,50.550000000000004
13012,United Kingdom,2011-02-18 09:43:00,1646.8400000000001
13013,United Kingdom,2010-12-03 12:28:00,4810.9400000000005
13014,United Kingdom,2011-03-03 18:28:00,3466.2799999999997
13015,United Kingdom,2011-04-04 14:28:00,3339.64
13016,United Kingdom,2011-08-08 15:00:00,789.89
13017,United Kingdom,2011-12-02 15:53:00,204.0
13018,United Kingdom,2011-02-17 11:05:00,7277.7
13021,United Kingdom,2010-12-16 10:12:00,2616.38
13023,United Kingdom,2011-08-02 09:34:00,689.9
13026,United Kingdom,2011-03-09 11:35:00,975.36
13027,United Kingdom,2010-12-20 12:45:00,6912.0
13028,United Kingdom,2011-10-25 14:09:00,661.3199999999999
13029,United Kingdom,2010-12-21 13:53:00,1247.5
13030,United Kingdom,2010-12-06 14:31:00,752.4399999999999
13032,United Kingdom,2011-09-13 16:40:00,1010.18
13033,United Kingdom,2010-12-17 14:23:00,190.55
13034,United Kingdom,2010-12-05 14:52:00,642.77
13035,United Kingdom,2011-03-24 09:21:00,921.88
13037,United Kingdom,2011-03-28 15:42:00,881.07
13038,United Kingdom,2011-02-22 11:43:00,908.46
13040,United Kingdom,2011-11-06 13:53:00,676.99
13043,United Kingdom,2011-03-11 14:52:00,516.42
13044,United Kingdom,2011-02-21 15:20:00,560.47
13045,United Kingdom,2011-09-01 15:04:00,305.28000000000003
13046,United Kingdom,2011-03-18 15:43:00,629.31
13047,United Kingdom,2010-12-01 08:34:00,3237.54
13048,United Kingdom,2011-01-16 14:36:00,1819.41
13049,United Kingdom,2011-01-25 16:33:00,656.6800000000001
13050,United Kingdom,2010-12-08 09:30:00,5836.86
13052,United Kingdom,2011-05-11 14:12:00,348.15000000000003
